"num_item_id","definition","type","category","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30"
160,"gumb","word","clothing",0.08,0.04,0.14,0.38,0.31,0.34,0.46,0.46,0.47,0.5,0.69,0.56,0.62,0.82,0.68
161,"haljina","word","clothing",0,0.04,0.09,0.1,0.15,0.17,0.21,0.27,0.27,0.5,0.48,0.52,0.43,0.64,0.64
162,"hlače","word","clothing",0.08,0.08,0.27,0.38,0.31,0.34,0.25,0.65,0.67,0.7,0.76,0.92,0.9,0.89,0.86
163,"hulahopke","word","clothing",0,0,0.09,0,0.12,0.21,0,0.19,0.03,0.2,0.14,0.4,0.43,0.25,0.36
164,"jakna","word","clothing",0.15,0.08,0.18,0.33,0.54,0.52,0.33,0.65,0.7,0.8,0.76,0.84,0.9,0.96,0.96
165,"kapa","word","clothing",0.23,0.48,0.5,0.62,0.73,0.66,0.62,0.85,0.97,0.93,0.97,1,1,0.96,1
166,"kaput","word","clothing",0,0,0.18,0.24,0.19,0.07,0.21,0.15,0.37,0.33,0.34,0.56,0.62,0.64,0.64
167,"(kratke) hlačice","word","clothing",0,0,0,0.05,0.04,0.03,0.08,0.15,0.03,0.17,0.21,0.2,0.14,0.29,0.32
168,"lančić","word","clothing",0,0.04,0.05,0.1,0.08,0.1,0.25,0.23,0.2,0.37,0.45,0.4,0.48,0.46,0.54
169,"majica","word","clothing",0.15,0.12,0.18,0.14,0.35,0.34,0.38,0.58,0.7,0.73,0.76,0.8,1,0.89,0.89
170,"Skafander (odijelce)","word","clothing",0,0.04,0.05,0.05,0,0,0.04,0.15,0.03,0.2,0.21,0.28,0.24,0.21,0.25
171,"papuče","word","clothing",0.23,0.36,0.45,0.48,0.62,0.69,0.62,0.81,0.8,0.83,0.76,0.92,1,0.86,0.86
172,"pelena","word","clothing",0.08,0.16,0.45,0.33,0.54,0.48,0.67,0.65,0.83,0.87,0.93,0.96,1,0.93,0.89
173,"pidžama","word","clothing",0,0.12,0.18,0.1,0.23,0.34,0.46,0.42,0.77,0.67,0.72,0.92,1,0.86,0.82
